dim1,dim2,dim3
-3.3561,15.142,-10.135
12.377,10.966,3.3963
-3.919,13.445,7.3652
10.561,20.84,-5.8273
-3.613,12.503,7.4769
5.7606,15.152,-1.6773
5.4868,2.1016,4.2539
5.1271,6.7848,-2.7062
4.9202,17.81,-10.328
11.442,19.857,6.3199
11.049,14.479,7.1089
3.4665,5.2691,-10.763
3.3399,6.4226,6.5862
11.596,16.084,-3.9196
-9.4327,16.901,-1.9146
8.749,13.663,10.186
-8.2822,12.464,-5.6451
-9.2771,7.2268,0.93625
5.804,0.5208,3.6211
-8.3557,9.5259,-5.5076
5.7368,11.566,-1.7263
12.603,6.1308,0.72338
5.0561,2.0003,4.9202
4.0593,1.3125,6.02
-4.6077,5.2185,7.0618
-7.5389,8.7891,-6.8102
0.59146,2.0338,-4.7987
-9.4773,10.574,-1.0107
-8.6728,12.816,-4.8447
4.004,15.469,-3.8046
-8.4202,11.655,-5.3826
8.055,20.433,-8.5557
7.0901,3.2368,-9.2439
12.044,10.45,4.7352
-9.1861,10.332,1.3263
1.4399,4.3169,13.96
5.0511,2.4089,4.927
-6.0677,3.9599,-8.4102
5.0852,3.3404,4.88
-9.4512,5.3702,-1.698
11.002,8.5991,7.1953
-3.7454,2.2032,7.4303
-3.4141,0.64739,7.5423
3.1342,0.33456,6.7231
7.9214,5.0272,-8.66
4.9458,20.009,-2.9297
1.7185,14.588,-11.017
12.2,1.1186,4.1821
3.816,4.7182,-10.677
10.017,3.6424,8.7225
0.26849,3.2919,14.116
3.7431,13.334,6.2871
6.2739,7.9745,-0.056744
4.1975,15.479,5.893
0.93153,0.65416,14.04
-9.3261,3.3846,-2.6861
6.1955,18.163,2.4385
3.4093,12.653,-4.1829
6.0589,5.0002,-0.9334
7.3055,7.8094,-9.1029
-9.2111,10.43,-3.2345
12.6,4.8819,1.3963
-8.832,15.538,-4.4549
12.215,3.7976,4.1243
6.2496,7.493,-0.19164
-2.9863,5.9814,-10.288
-2.223,16.597,-10.557
9.9475,12.114,8.8154
-8.2897,10.684,3.5546
-0.72895,9.5803,7.9123
9.5194,6.7888,-7.1749
-9.3228,18.775,-2.7043
-0.10316,10.468,7.8664
2.0031,11.594,-4.7062
5.9872,14.821,-1.1409
-9.1375,12.704,-3.5216
-9.4764,10.598,-0.86236
6.1494,20.533,-0.62816
6.2425,5.9583,12.153
-4.0286,7.1136,-9.811
-1.2426,6.9721,7.9128
12.196,4.5798,4.1947
11.789,10.6,-3.4459
12.386,20.938,3.3455
-1.9496,15.013,7.8589
12.605,16.914,0.88795
7.5611,18.785,11.238
12.29,15.843,3.8094
-1.7761,6.5687,7.878
-8.8882,17.02,2.2736
12.463,6.063,2.8962
-7.3909,1.4701,4.8561
5.5446,7.4767,-2.0847
9.5247,10.883,9.343
-7.2482,11.518,-7.1849
6.9523,12.784,11.689
6.0118,0.62799,-9.8543
-4.7258,0.32886,7.0021
12.605,7.9147,1.1499
-8.9496,5.612,-4.1317
-3.5314,11.663,7.5044
5.958,7.8422,-1.2188
-9.3758,11.362,-2.3816
-7.8896,9.2807,4.196
6.0922,8.8688,-0.82775
12.534,7.3291,2.3481
5.8909,8.2697,3.4132
3.5371,18.851,-4.1106
4.7915,8.6433,5.26
